subject_name,topic_name,sub_topic_name
ENT,Physiology of Nose & Paranasal Sinuses,Anatomy of nasal septum
ENT,Physiology of Nose & Paranasal Sinuses,Airflow in Nose – Physiology
ENT,Physiology of Nose & Paranasal Sinuses,Boundaries of the nasal valve
ENT,Physiology of Nose & Paranasal Sinuses,Opening of various sinuses
ENT,Physiology of Nose & Paranasal Sinuses,Mucus blanket physiology
ENT,Physiology of Nose & Paranasal Sinuses,Olfactory area of the nose – Overview
ENT,Physiology of Nose & Paranasal Sinuses,Physiology of PNS
ENT,Physiology of Nose & Paranasal Sinuses,Anatomy of Maxiallry sinus
ENT,Physiology of Nose & Paranasal Sinuses,Anatomy of sphenoid sinus
ENT,Physiology of Nose & Paranasal Sinuses,Causes of Anosmia
ENT,Nasal Polyps & Deviated Nasal Septum,Ethmoidal polyps
ENT,Nasal Polyps & Deviated Nasal Septum,Bernoulli’s phenomenon
ENT,Nasal Polyps & Deviated Nasal Septum,Bony septal perforation occurs in
ENT,Nasal Polyps & Deviated Nasal Septum,Alternative for SMR
ENT,Nasal Polyps & Deviated Nasal Septum,Cottle’s test
ENT,Nasal Polyps & Deviated Nasal Septum,Young’s syndrome
ENT,Nasal Polyps & Deviated Nasal Septum,Antrochoanal Polyp
ENT,Nasal Polyps & Deviated Nasal Septum,Septal Haematoma
ENT,Nasal Polyps & Deviated Nasal Septum,Septoplasty
ENT,Nasal Polyps & Deviated Nasal Septum,"DNS – overview, Rx"
ENT,Nasal Polyps & Deviated Nasal Septum,Ethmoidal polyp
ENT,Nasal Polyps & Deviated Nasal Septum,Kartagener syndrome
ENT,Chronic Suppurative Otitis Media,Tubotympanic type of CSOM
ENT,Chronic Suppurative Otitis Media,Levenson criteria
ENT,Chronic Suppurative Otitis Media,Rx of choice in atticoantral variety of CSOM
ENT,Chronic Suppurative Otitis Media,Myringoplasty
ENT,Chronic Suppurative Otitis Media,Tubercular otitis media
ENT,Chronic Suppurative Otitis Media,Theory for secondary cholesteatoma
ENT,Chronic Suppurative Otitis Media,Classification of CSOM
ENT,Chronic Suppurative Otitis Media,Cholesteatoma
ENT,Chronic Suppurative Otitis Media,Types of tympanic membrane perforation
ENT,Chronic Suppurative Otitis Media,Austin’s classification
ENT,Chronic Suppurative Otitis Media,Types of tympanoplasty
ENT,Chronic Suppurative Otitis Media,Signs of impending complication in attico-antral disease
ENT,Chronic Suppurative Otitis Media,Graft Materials Used in Tympanoplasty
ENT,Chronic Suppurative Otitis Media,Tympanoplasty
ENT,Otosclerosis,MC age group affected in otosclerosis
ENT,Otosclerosis,Rx of choice in otosclerosis
ENT,Otosclerosis,Otosclerosis – inheritance
ENT,Otosclerosis,Medication which hastens maturity of active focus in otosclerosis
ENT,Otosclerosis,Tests is used to diagnose otosclerosis
ENT,Otosclerosis,MC affected part in otosclerosis is
ENT,Otosclerosis,Carhart’s notch typically dips at
ENT,Otosclerosis,Types of curves in tympanogram
ENT,Otosclerosis,Lempert’s fenestration operation
ENT,Otosclerosis,Stapedotomy
ENT,Otosclerosis,Paracusis willisii
ENT,Eustachian Tube,Muscles of the Eustachian tube
ENT,Eustachian Tube,Causes for otitic barotrauma
ENT,Eustachian Tube,Anatomy of Eustachain tube – Overview
ENT,Eustachian Tube,Length of the eustachian tube
ENT,Eustachian Tube,Autophony is seen in
ENT,Eustachian Tube,Tests for Eustachian tube function
ENT,Eustachian Tube,Muscles of the Eustachian tube
ENT,Facial Nerve Disorders,MC cause of LMN facial nerve palsy
ENT,Facial Nerve Disorders,Branches of Facial Nerve
ENT,Facial Nerve Disorders,MC type of nerve injury
ENT,Facial Nerve Disorders,Ramsay Hunt syndrome – Overview
ENT,Facial Nerve Disorders,Nerve of Wrisberg
ENT,Facial Nerve Disorders,Facial Nerve – Sites of lesion & Clinical Features
ENT,Facial Nerve Disorders,Facial Nerve – Neuroanatomy
ENT,Facial Nerve Disorders,Frey’s syndrome
ENT,Facial Nerve Disorders,Bell’s palsy – Overview
ENT,Tumors of the Ear,Hitzelberger’s sign is seen in
ENT,Tumors of the Ear,Glomus jugulare
ENT,Tumors of the Ear,MC presenting symptom of acoustic neuroma
ENT,Tumors of the Ear,Pulsatile tinnitus is seen in
ENT,Tumors of the Ear,Signs in Glomus Tumors
ENT,Tumors of the Ear,Acoustic neuroma
ENT,Tumors of the Ear,Exostosis
ENT,Diseases of External Ear,"During syringing, water jet is directed along"
ENT,Diseases of External Ear,Surgery done to widen the cartilaginous part of the external auditory canal
ENT,Diseases of External Ear,Malignant otitis externa
ENT,Diseases of External Ear,Keratosis obturans
ENT,Diseases of External Ear,Otomycosis
ENT,Diseases of External Ear,Retracted tympanic membrane
ENT,Diseases of External Ear,Tos’s classification of retraction of Pars Flaccida
ENT,Diseases of External Ear,Ramsay Hunt syndrome
ENT,Diseases of External Ear,Sade’s classification of retraction of Pars Tensa
ENT,Diseases of External Ear,Swimmer’s ear
ENT,Diseases of External Ear,Congenital anomalies of pinna
Forensic Medicine,Narcotics & Deliriants,Methamphetamine abuse – Overview
Forensic Medicine,Narcotics & Deliriants,Datura poisoning – Clinical features
Forensic Medicine,Narcotics & Deliriants,Common poisonous plants
Forensic Medicine,Narcotics & Deliriants,Cannabis preparations
Forensic Medicine,Narcotics & Deliriants,Opioid intoxication – Overview
Forensic Medicine,Narcotics & Deliriants,Railway platform poison
Forensic Medicine,Narcotics & Deliriants,Phencyclidine abuse
Forensic Medicine,Narcotics & Deliriants,Common slang for various drugs and ingestion methods
Forensic Medicine,Narcotics & Deliriants,Cocaine abuse – Clinical features
Forensic Medicine,Inorganic Poisons,"Lead Poisoning – Features, Rx"
Forensic Medicine,Inorganic Poisons,Luminescent stools are associated with
Forensic Medicine,Inorganic Poisons,Poison found even in skeletal remains
Forensic Medicine,Inorganic Poisons,Selenium Poisoning – Features
Forensic Medicine,Inorganic Poisons,Mercury Poisoning – Findings
Forensic Medicine,Inorganic Poisons,Arsenic poisoning – Findings
Forensic Medicine,Inorganic Poisons,Saturnine gout is seen in
Forensic Medicine,Inorganic Poisons,Clinical features & Lab findings
Forensic Medicine,Sexual Offences,Sin of Gomorrah
Forensic Medicine,Sexual Offences,IPC and Sexual Offences
Forensic Medicine,Sexual Offences,Teichmann test
Forensic Medicine,Sexual Offences,List of Sexual offences in India
Forensic Medicine,Sexual Offences,Tests for seminal stains
Forensic Medicine,Sexual Offences,Tests for blood stains
Forensic Medicine,Sexual Offences,Vaginal swab – Timeframe
Forensic Medicine,Sexual Offences,MTP Act 1971
Forensic Medicine,Sexual Offences,Takayama test
Forensic Medicine,Sexual Offences,Florence test
Forensic Medicine,Sexual Offences,Hymen & Rape
Forensic Medicine,Sexual Offences,Barberio test
Forensic Medicine,Sexual Offences,Statutory rape
Forensic Medicine,Sexual Offences,Fetishistic transvestism
Forensic Medicine,Sexual Offences,MTP Amendment 2020
Forensic Medicine,Sexual Offences,POCSO act
Forensic Medicine,Violence Against Children,Haase’s rule
Forensic Medicine,Violence Against Children,Spalding’s sign
Forensic Medicine,Violence Against Children,Posthumous child
Forensic Medicine,Violence Against Children,POCSO
Forensic Medicine,Violence Against Children,Robert’s sign
Forensic Medicine,Violence Against Children,Battered baby syndrome – Overview
Forensic Medicine,Violence Against Children,False positive hydrostatic test
Forensic Medicine,Violence Against Children,Raygat’s Test – overview
Forensic Medicine,Violence Against Children,Named tests
Forensic Medicine,Explosive & Firearm Injuries,Gunshot residue
Forensic Medicine,Explosive & Firearm Injuries,Choking in ballistics
Forensic Medicine,Explosive & Firearm Injuries,Bullet fingerprinting
Forensic Medicine,Explosive & Firearm Injuries,Shotgun ammunition
Forensic Medicine,Explosive & Firearm Injuries,Soft headed bullet
Forensic Medicine,Explosive & Firearm Injuries,Rifling improves which of the following parameters of a weapon
Forensic Medicine,Explosive & Firearm Injuries,Signs of entry wound
Forensic Medicine,Explosive & Firearm Injuries,Internal ballistics
Forensic Medicine,Explosive & Firearm Injuries,Tattooing around the entry wound
Forensic Medicine,Explosive & Firearm Injuries,Lead snowstorm
Forensic Medicine,Explosive & Firearm Injuries,Rat hole appearance of the entry wound
Forensic Medicine,Poisoning,Multi-dose activated charcoal – MOA
Forensic Medicine,Poisoning,Administration of activated charcoal will have no effect on
Forensic Medicine,Poisoning,Forced alkaline diuresis – uses
Forensic Medicine,Poisoning,Mechanism of action of corrosives
Forensic Medicine,Poisoning,IPC dealing with negligent conduct with respect to poisons
Forensic Medicine,Poisoning,Antidote of choice for lead poisoning
Forensic Medicine,Poisoning,Ideal suicidal poison
Forensic Medicine,Poisoning,Ideal homicidal poison
Forensic Medicine,Poisoning,Classification of Poisons
Forensic Medicine,Poisoning,Drug automatism
Forensic Medicine,Poisoning,Characteristic odour of toxins
Forensic Medicine,Poisoning,Dimercaprol as antidote
Forensic Medicine,Postmortem Changes,Late signs of death
Forensic Medicine,Postmortem Changes,Odor of the mummified body
Forensic Medicine,Postmortem Changes,Postmortem marbling – timing
Forensic Medicine,Postmortem Changes,Carbon monoxide poisoning
Forensic Medicine,Postmortem Changes,Condition favourable for adipocere formation
Forensic Medicine,Postmortem Changes,Increase in temperature of the body for first 2 hours
Forensic Medicine,Postmortem Changes,Forensic taphonomy – Definition
Forensic Medicine,Postmortem Changes,Pugilistic attitude
Forensic Medicine,Postmortem Changes,First external sign of putrefaction
Forensic Medicine,Postmortem Changes,Fixation of hypostasis – timing
Forensic Medicine,Postmortem Changes,Nysten’s rule
Forensic Medicine,Postmortem Changes,Casper dictum is related to
Forensic Medicine,Postmortem Changes,Order of putrefaction
Forensic Medicine,Postmortem Changes,Glove and stocking hypostasis
Forensic Medicine,Postmortem Changes,Conditions favourable for mummification
Forensic Medicine,Postmortem Changes,Postmortem Changes – Image
Forensic Medicine,Postmortem Changes,Factors affecting rate of postmortem cooling
Forensic Medicine,Postmortem Changes,Postmortem autolysis
Forensic Medicine,Postmortem Changes,Factors delaying Putrefaction
Forensic Medicine,Postmortem Changes,Postmortem Eye Changes
Forensic Medicine,Postmortem Changes,Honeycombing of liver
Forensic Medicine,Postmortem Changes,Maggots – Timimg
Forensic Medicine,Postmortem Changes,Suspended animation
Forensic Medicine,Postmortem Changes,Postmortem lividity – image
Forensic Medicine,Postmortem Changes,Algor mortis
Forensic Medicine,Postmortem Changes,Harvard criteria for brain death
Forensic Medicine,Postmortem Changes,Tests to check cessation of circulation
Forensic Medicine,Postmortem Changes,Cadaveric Rigidity vs Cadaveric spasm
Forensic Medicine,Postmortem Changes,Kevorkian sign
Forensic Medicine,Postmortem Changes,Zasko’s phenomenon
Forensic Medicine,Identification,Crown heel length of a 6 month old fetus
Forensic Medicine,Identification,Indices for sex determination
Forensic Medicine,Identification,Best bone in pelvis for sex determination
Forensic Medicine,Identification,Primary & Secondary Dentition
Forensic Medicine,Identification,Age estimation from X-ray – 10-30 yrs
Forensic Medicine,Identification,Most accurate bone for sex determination
Forensic Medicine,Identification,Male vs female skull
Forensic Medicine,Identification,Cephalic index
Forensic Medicine,Identification,Ethnicity & Teeth Features
Forensic Medicine,Identification,First carpal bone to ossify
Forensic Medicine,Identification,Age of mixed dentition
Forensic Medicine,Identification,Edmond Locard is most famous for
Forensic Medicine,Identification,Identical twins have similarities in all except
Forensic Medicine,Identification,Superadded permanent tooth
Forensic Medicine,Identification,Calculation of Gestational Age
Forensic Medicine,Identification,Neonatal line
Forensic Medicine,Identification,Ossification centres and Age
Forensic Medicine,Identification,Age determination from skull sutures
Forensic Medicine,Identification,Juvenile – Definition
Forensic Medicine,Identification,Age estimation in different age groups
Forensic Medicine,Identification,Dental charting
Forensic Medicine,Identification,Age of fusion of skull sutures
Forensic Medicine,Identification,Features of Mongoloid dentition
Forensic Medicine,Identification,Age estimation in childhood
Forensic Medicine,Identification,Tattoo in identification
Forensic Medicine,Identification,Height estimation from Bones
Forensic Medicine,Identification,Male vs Female Pelvis
Forensic Medicine,Identification,Race determination from Hair
Forensic Medicine,Identification,FDI system
Forensic Medicine,Identification,Fingerprints – Overview
Forensic Medicine,Identification,Male vs Female Skull
Forensic Medicine,Identification,Age and medicolegal importance
Forensic Medicine,Identification,Gustafson’s method of age estimation
Forensic Medicine,Identification,Sex chromatin – Overview
Forensic Medicine,IPC & CRPC,Borrowed servant doctrine
Forensic Medicine,IPC & CRPC,In civil negligence case against a doctor who bears the onus of proof?
Forensic Medicine,IPC & CRPC,Criminal Responsibilities
Forensic Medicine,IPC & CRPC,IPC 193
Forensic Medicine,IPC & CRPC,McNaughten’s rule
Forensic Medicine,IPC & CRPC,IPC 297
Forensic Medicine,IPC & CRPC,IEA Section 45
Forensic Medicine,IPC & CRPC,IPC 84
Forensic Medicine,IPC & CRPC,Patient’s records on demand should be provided within
Forensic Medicine,IPC & CRPC,IPC 320
Forensic Medicine,IPC & CRPC,IPC 304B
Forensic Medicine,IPC & CRPC,First-hand knowledge rule
Forensic Medicine,IPC & CRPC,IPC 354
Forensic Medicine,IPC & CRPC,IPC and Consent
Forensic Medicine,IPC & CRPC,IPC & Sexual offences
Forensic Medicine,IPC & CRPC,IPC 46
Forensic Medicine,IPC & CRPC,IPC 363
Forensic Medicine,IPC & CRPC,IPC 172
Forensic Medicine,IPC & CRPC,IPC 166B & C
Forensic Medicine,IPC & CRPC,IPC 302 & 303
Forensic Medicine,IPC & CRPC,IPC 228A
Forensic Medicine,IPC & CRPC,IPC 497
Forensic Medicine,IPC & CRPC,IPC 192
Forensic Medicine,IPC & CRPC,IPC 54
Forensic Medicine,IPC & CRPC,IPC 326A
Forensic Medicine,IPC & CRPC,IPC 314
Forensic Medicine,IPC & CRPC,IPC 317 & 318
Forensic Medicine,IPC & CRPC,IPC 510
Forensic Medicine,IPC & CRPC,IPC 306
Forensic Medicine,IPC & CRPC,CRPC 175
Forensic Medicine,IPC & CRPC,IPC 309
Medicine,Cerebro vascular Disease,TIA – Overview
Medicine,Cerebro vascular Disease,MCA Lesion
Medicine,Cerebro vascular Disease,Millard-Gubler syndrome
Medicine,Cerebro vascular Disease,Types of Aphasia
Medicine,Cerebro vascular Disease,Balint’s syndrome
Medicine,Cerebro vascular Disease,Pontine Hemorrhage
Medicine,Cerebro vascular Disease,Emergency Rx of Ischemic stroke
Medicine,Cerebro vascular Disease,Foville’s syndrome
Medicine,Cerebro vascular Disease,Raised ICT – Overview
Medicine,Cerebro vascular Disease,Indications & Contraindications for Thrombolysis
Medicine,Cerebro vascular Disease,Ant Choroidal Artery lesion
Medicine,Cerebro vascular Disease,Intracerebral Hemorrhage – common site
Medicine,Cerebro vascular Disease,Wallenberg syndrome
Medicine,Cerebro vascular Disease,Medullary syndromes
Medicine,Cerebro vascular Disease,Weber’s syndrome
Medicine,Cerebro vascular Disease,Lacunar syndromes
Medicine,Cerebro vascular Disease,Berry aneurysm – Risk of rupture
Medicine,Cerebro vascular Disease,Ant Cerebral Artery Lesion
Medicine,Cerebro vascular Disease,CHA2DS2-VASC score
Medicine,Cerebro vascular Disease,"SAH – Causes, clinical features"
Medicine,Cerebro vascular Disease,ABCD2 Score
Medicine,Cerebro vascular Disease,Dominant vs Non-dominant parietal lobe lesions
Medicine,Cerebro vascular Disease,Thrombolysis – Complications
Medicine,Cerebro vascular Disease,Frontal lobe lesions
Medicine,Cerebro vascular Disease,"Cortical Venous Thrombosis – Causes. Clinical Features, Rx"
Medicine,Cerebro vascular Disease,Intracranial Hemorrhage – overview
Medicine,Cerebro vascular Disease,Gerstmann syndrom
Medicine,Cerebro vascular Disease,Dominant vs Non-dominant temporal lobe lesions
Medicine,Cerebro vascular Disease,Dejerine Roussy syndrome
Medicine,Cerebro vascular Disease,Anton’s Syndrome
Medicine,Cirrhosis,Refractory ascites
Medicine,Cirrhosis,Child Turcotte Pugh score
Medicine,Cirrhosis,Liver cell type implicated in liver fibrosis is
Medicine,Cirrhosis,Budd chiari syndrome – Overview
Medicine,Cirrhosis,Earliest symptom of hepatic encephalopathy
Medicine,Cirrhosis,Factors predict the risk of bleeding
Medicine,Cirrhosis,Diagnostic criteria of hepatorenal syndrome
Medicine,Cirrhosis,Precipitating factors of Hepatic Encephalopathy
Medicine,Cirrhosis,MELD Scoring System
Medicine,Cirrhosis,Spontaneous bacterial peritonitis
Medicine,Cirrhosis,Hepatopulmonary syndrome – Overview
Medicine,Cirrhosis,Hepatic Encephalopathy Grading
Medicine,Cirrhosis,Causes of cirrhosis
Medicine,Cirrhosis,Serology in Viral Hepatitis
Medicine,Cirrhosis,Primary Biliary Cirrhosis
Medicine,Cirrhosis,TIPS
Medicine,Cirrhosis,Primary Sclerosing cholangitis
Medicine,Cirrhosis,Portal hypertension – Clinical features
Medicine,Cirrhosis,Rx of Hepatic Encephalopathy
Medicine,Cirrhosis,Hepatorenal syndrome – Overview
Medicine,Vaculitis,Kawasaki’s – Clinical Features
Medicine,Vaculitis,Cryoglobulinemia
Medicine,Vaculitis,Polyarteritis nodosa – Clinical features & Diagnosis
Medicine,Vaculitis,MC vessel involved in Takayasu
Medicine,Vaculitis,Wegener’s granulomatosis
Medicine,Vaculitis,Churg-Strauss syndrome
Medicine,Vaculitis,ANCA
Medicine,Vaculitis,Behcet’s syndrome – overview
Medicine,Vaculitis,Small vessel vasculitis – Examples
Medicine,Vaculitis,Granulomatous vasculitis
Medicine,Vaculitis,Hypersensitivity vasculitis
Medicine,Vaculitis,Connective tissue disorders which can cause vasculitis
Medicine,Vaculitis,Granulomatosis with polyangiitis – Overview
Medicine,Vaculitis,Giant cell arteritis
Medicine,Vaculitis,Takayasu – Clinical Features
Medicine,Arrythmias,ECG in Multifocal Atrial Tachycardia
Medicine,Arrythmias,V-Tach – Rx
Medicine,Arrythmias,Fusion Beat – ECG
Medicine,Arrythmias,Sick sinus syndrome
Medicine,Arrythmias,WPW syndrome – Overview
Medicine,Arrythmias,AF & Digitalis Toxicity
Medicine,Arrythmias,"Torsade De Pointes – Causes,ECG, Rx"
Medicine,Arrythmias,CHADS2-VASc
Medicine,Arrythmias,Types of Heart block
Medicine,Arrythmias,Bundle of Kent
Medicine,Arrythmias,AICD indications
Medicine,Arrythmias,Brugada syndrome
Medicine,Arrythmias,PVC types
Medicine,Arrythmias,Alcohol & AF
Medicine,Arrythmias,PSVT – Rx
Medicine,Arrythmias,Causes of AV block
Medicine,Arrythmias,AV Node Re-entrant Tachycardia – ECG and Rx
Medicine,Arrythmias,DOC for PSVT
Medicine,Arrythmias,Rx for PSVT
Medicine,Arrythmias,WPW with AF – Rx
Medicine,Arrythmias,Atrial Flutter – ECG
Medicine,Arrythmias,MC SVT
Medicine,Arrythmias,Wide QRS Ventricular Tachy – Causes
Medicine,Arrythmias,Romano-Ward syndrome
Medicine,Arrythmias,SVT – Types & Classification
Medicine,Arrythmias,"Paroxysmal SVT – Features, Types"
Medicine,Arrythmias,Drugs in AF in various scenarios
Medicine,Arrythmias,Accessory pathways
Medicine,Arrythmias,Arrhythmias caused by accessory pathways
Medicine,Arrythmias,Accelerated idioventricular rhythm
Medicine,Arrythmias,Sudden cardiac death
Medicine,Arrythmias,V-Tach – Types and ECG
Medicine,Pitutary tumours,Medical therapy of Pituitary tumor
Medicine,Pitutary tumours,Prolactin – Normal range
Medicine,Pitutary tumours,Craniopharyngioma – Overview
Medicine,Pitutary tumours,Non-functioning pituitary adenoma – Cell of origin
Medicine,Pitutary tumours,Panhypopituitarism – Clinical features
Medicine,Pitutary tumours,MC functioning tumor
Medicine,Pitutary tumours,MC pituitary tumor
Medicine,Pitutary tumours,Post-hypophysectomy hormone replacement
Medicine,Pitutary tumours,Sheehan’s syndrome – Overview
Medicine,Pitutary tumours,Pituitary apoplexy – Overview
Medicine,Pitutary tumours,Prolactinoma – Clinical features
Medicine,Pitutary tumours,Visual field defect in Pituitary tumor
Medicine,Pitutary tumours,Role of RT in Pituitary tumor
Medicine,HIV,"PCP – overview ( Investigations, Rx)"
Medicine,HIV,HIV subtypes – Overview
Medicine,HIV,Time interval between HIV infection & manifestation of AIDS
Medicine,HIV,Genetic resistance to HIV infection
Medicine,HIV,Leading cause of meningitis in AIDS
Medicine,HIV,Diagnostic test of choice for HIV in a baby born to an HIV-infected mother
Medicine,HIV,Rx of Pregnant HIV woman
Medicine,HIV,PCNSL – Rx
Medicine,HIV,Anti-retroviral drug – Overview
Medicine,HIV,Acute HIV syndrome – Overview
Medicine,HIV,Nelfinavir – ADR
Medicine,HIV,Modes of HIV transmission
Medicine,HIV,Clinical stages of HIV in Pediatrics
Medicine,HIV,PEP for HIV
Medicine,HIV,Kaposi’s – overview
Medicine,HIV,"ART – Overview ( Indications, ADRs, Resistance)"
Medicine,HIV,Clinical stages of HIV in Adults
Medicine,HIV,Tests for HIV
Medicine,HIV,Cerebral Toxoplasmosis – Overview (clinical Features )
Medicine,HIV,Immune Reconstitution Inflammatory Syndrome
Medicine,HIV,AIDS-defining opportunistic infections
Medicine,Cardiovascular System – Diagnos,Absent y descent
Medicine,Cardiovascular System – Diagnos,Disappearance of Loud S1 in mitral stenosis
Medicine,Cardiovascular System – Diagnos,Austin Flint murmur
Medicine,Cardiovascular System – Diagnos,‘a’ wave in JVP
Medicine,Cardiovascular System – Diagnos,Continuous murmur
Medicine,Cardiovascular System – Diagnos,Mid-diastolic murmur
Medicine,Cardiovascular System – Diagnos,Pulsus paradoxus
Medicine,Cardiovascular System – Diagnos,Loud S1
Medicine,Cardiovascular System – Diagnos,Soft S1
Medicine,Cardiovascular System – Diagnos,Graham Steell murmur
Medicine,Cardiovascular System – Diagnos,Dynamic auscultation of murmurs
Medicine,Cardiovascular System – Diagnos,Signs in Aortic Regurgitation
Medicine,Cardiovascular System – Diagnos,Types of abnormal pulse
Medicine,Cardiovascular System – Diagnos,Ventricular & Atrial gallop
Medicine,Cardiovascular System – Diagnos,"Named murmurs (Still’s,Carey Coombs )"
Medicine,Cardiovascular System – Diagnos,Findings in Genetic syndromes (Marfan’s etc )
Medicine,Cardiovascular System – Diagnos,JVP waveform and the abnormalities
Medicine,Cardiovascular System – Diagnos,"Wide, Narrow, reverse splitting of S2"
Medicine,Complications of Diabetes,Diabetic nephropathy – Overview
Medicine,Complications of Diabetes,DKA – Overview
Medicine,Complications of Diabetes,Fatal complications of DM
Medicine,Complications of Diabetes,Microvascular vs Macrovasular complications
Medicine,Complications of Diabetes,Necrobiosis lipoidica diabeticorum
Medicine,Complications of Diabetes,Most reliable indicator of diabetic nephropathy
Medicine,Complications of Diabetes,Chance of developing blindness in a diabetic patient
Medicine,Complications of Diabetes,Foot ulcer – Causative factors
Medicine,Complications of Diabetes,Legacy effect or metabolic memory
Medicine,Complications of Diabetes,Earliest manifestation of diabetic nephropathy
Medicine,Complications of Diabetes,Eye evaluation in DM
Medicine,Complications of Diabetes,Diabetic Retinopathy – Timeframe
Medicine,Complications of Diabetes,Pathologic findings in Diabetic Nephropathy
Medicine,Complications of Diabetes,DKA & Pottasium
Medicine,Complications of Diabetes,Dyslipidemia in DM
Medicine,Complications of Diabetes,DKA Complications
Medicine,Complications of Diabetes,Diabetic neuropathy – Overview
Medicine,Complications of Diabetes,Rx of Diabetic Nephropathy
Medicine,Complications of Diabetes,Management of DKA
Medicine,Complications of Diabetes,DKA vs Hyperosmolar state
Medicine,Complications of Diabetes,Reversible vs Irreversible complications
Medicine,Complications of Diabetes,Treatment Goals in DM
Medicine,Ischemic Heart Disease,Combination of antianginal drugs that should be avoided
Medicine,Ischemic Heart Disease,Wellen’s syndrome
Medicine,Ischemic Heart Disease,What is the dose of streptokinase used in thrombolytic therapy of MI?
Medicine,Ischemic Heart Disease,What is the mechanism of action of Ranolazine?
Medicine,Ischemic Heart Disease,Dressler syndrome
Medicine,Ischemic Heart Disease,Stable angina
Medicine,Ischemic Heart Disease,ECG findings – acute myocardial infarction
Medicine,Ischemic Heart Disease,Rose questionnaire
Medicine,Ischemic Heart Disease,MC arrhythmia after reperfusion of an occluded coronary artery by fibrinolytic therapy
Medicine,Ischemic Heart Disease,Troponins
Medicine,Ischemic Heart Disease,Drug-eluting​ stents used in PCI
Medicine,Ischemic Heart Disease,Contraindications for the use of fibrinolytic agents
Medicine,Ischemic Heart Disease,Prinzmetal (variant) angina
Medicine,Ischemic Heart Disease,Differential diagnosis of ST-segment elevation:
Medicine,Ischemic Heart Disease,NSTEMI
Medicine,Ischemic Heart Disease,Cardiac Biomarkers
Medicine,Ischemic Heart Disease,"Named signs in IHD (Levine’s, Mayne’s )"
Medicine,Ischemic Heart Disease,Characteristic features of stable angina
Medicine,Ischemic Heart Disease,Plasminogen activators
Medicine,Peptic Ulcer Disease,Rx of H. Pylori
Medicine,Peptic Ulcer Disease,Indications of surgery in duodenal ulcer
Medicine,Peptic Ulcer Disease,NSAID-induced peptic ulcer
Medicine,Peptic Ulcer Disease,Pernicious Anemia – Clinical features
Medicine,Peptic Ulcer Disease,Types Of Gastric Ulcers
Medicine,Peptic Ulcer Disease,Phlegmonous gastritis occurs due to
Medicine,Peptic Ulcer Disease,Best investigation for metastatic gastrinoma
Medicine,Peptic Ulcer Disease,Viral cause of gastritis
Medicine,Peptic Ulcer Disease,H. pylori associated conditions
Medicine,Peptic Ulcer Disease,Indications for screening for H.pylori
Medicine,Peptic Ulcer Disease,Investigations for Gastrinoma
Medicine,Peptic Ulcer Disease,Zollinger Ellison Syndrome – Overview
Medicine,Peptic Ulcer Disease,Complications of Peptic Ulcer
Medicine,Peptic Ulcer Disease,Mucosal defences
Medicine,Peptic Ulcer Disease,Gastic and Duodenal Ulcer – Clinical features
Medicine,Inflammatory Bowel Disease,Features of Crohn’s disease
Medicine,Inflammatory Bowel Disease,Earliest radiologic change seen on barium enema in ulcerative colitis is
Medicine,Inflammatory Bowel Disease,Tests helps to distinguish IBD from IBS
Medicine,Inflammatory Bowel Disease,Features of ulcerative colitis
Medicine,Inflammatory Bowel Disease,Markers for inflammatory bowel disease
Medicine,Inflammatory Bowel Disease,Genetic disorder associated with IBD
Medicine,Acid-Base Disturbances,Causes of Metabolic Acidosis
Medicine,Acid-Base Disturbances,Metabolic alkalosis – Overview
Medicine,Acid-Base Disturbances,Not done before drawing blood for ABG
Medicine,Acid-Base Disturbances,Interpret ABG
Medicine,Acid-Base Disturbances,Most effective extracellular buffer system at physiological pH
Medicine,Acid-Base Disturbances,Expected compensation in Acid-Base disorders
Medicine,Acid-Base Disturbances,Cause of Metabolic alkalosis
Medicine,Acid-Base Disturbances,Anion gap – Overview
Medicine,Acid-Base Disturbances,Causes of respiratory alkalosis
Medicine,Acid-Base Disturbances,Normal ABG
Medicine,Acid-Base Disturbances,Causes of respiratory acidosis
Medicine,Adrenal Disorders,Diagnostic criteria for primary hyperaldosteronism
Medicine,Adrenal Disorders,Conn’s syndrome – Clinical features
Medicine,Adrenal Disorders,Secondary adrenal insufficiency – Clinical features
Medicine,Adrenal Disorders,MC cause of adrenal insufficiency in India
Medicine,Adrenal Disorders,Addison’s Clinical Features
Medicine,Adrenal Disorders,Features of Gluco vs Mineralocorticoid deficiency
Medicine,Adrenal Disorders,Addison’s – Investigations
Medicine,Adrenal Disorders,Rx of Addison’s
Medicine,Adrenal Disorders,Causes of hyperaldosteronism
Medicine,Adrenal Disorders,Syndromes associated with Primary Adrenal Insufficiency
Medicine,Diabetes Mellitus,DM – Diagnostic criteria
Medicine,Diabetes Mellitus,Sodium-glucose co-transporter-2  inhibitors – ADR
Medicine,Diabetes Mellitus,Insulin – Classification based on Duration of action
Medicine,Diabetes Mellitus,Type 1 diabetes – overview
Medicine,Diabetes Mellitus,MODY – Overview
Medicine,Diabetes Mellitus,Genes involved in Type I DM
Medicine,Diabetes Mellitus,"Drug therapy for DM – MOA, ADR"
Medicine,Diabetes Mellitus,HbA1c – overview
Medicine,Diabetes Mellitus,Pathophysiology in DM
Medicine,Diabetes Mellitus,Somogyi Phenomenon
